,1st_person,1st_person_pl.,1st_person_start,2nd_person,2nd_person_start,Apologizing,Deference,Direct_question,Direct_start,Factuality,Gratitude,HASHEDGE,HASNEGATIVE,HASPOSITIVE,Hedges,INDICATIVE,Indirect_(btw),Indirect_(greeting),Please,Please_start,SUBJUNCTIVE
0,0.3034363673737669,0.15873704006417758,0.5200007891123707,0.29917484609277356,-0.3728935887935193,0.46000000000000013,0.3508288872691936,-0.4565029154518947,-0.4215541008835073,-0.4175827988338193,1.219150512821183,0.2779850184572395,-0.4568766763848391,0.4467071881023695,0.14455364386434685,0.3633994026339886,0.14,0.8800213495441305,0.3471064112064806,-0.039999999999999994,0.7499978720308932
